Patient_ID,Data_Quality_Score,Patient_Status,Risk_Level,Record_Count,Source_Count,Study_Count,Issue_Count
Site 1434,13.3,Critical,High,114,5,2,0
Site 1680,13.3,Critical,High,8,4,2,0
Site 27,13.3,Critical,High,265,9,4,0
Site 795,13.3,Critical,High,84,4,2,0
Site 283,13.3,Critical,High,249,10,3,0
Site 1233,13.3,Critical,High,162,7,2,0
Site 1159,13.3,Critical,High,286,6,2,0
Site 1209,13.3,Critical,High,157,5,2,0
Site 1075,13.3,Critical,High,114,4,2,0
Site 1627,13.3,Critical,High,2077,6,2,0
Site 318,13.3,Critical,High,1505,22,8,0
Site 319,13.3,Critical,High,399,9,3,0
Site 661,13.3,Critical,High,71,6,2,0
Site 537,13.3,Critical,High,171,15,5,0
Site 1562,13.3,Critical,High,346,8,2,0
Site 1543,13.3,Critical,High,234,5,2,0
Site 1025,13.3,Critical,High,635,12,4,0
Site 1127,13.3,Critical,High,135,8,2,0
Site 1550,13.3,Critical,High,118,5,2,0
Site 1028,13.3,Critical,High,174,10,3,0
Site 1748,13.3,Critical,High,76,4,2,0
Site 2171,13.3,Critical,High,41,6,2,0
TST_DATE,13.3,Critical,High,83,5,3,0
Site 1534,13.3,Critical,High,208,5,2,0
Site 1536,13.3,Critical,High,65,5,2,0
Site 1551,13.3,Critical,High,88,5,2,0
Site 1114,13.3,Critical,High,475,13,4,0
Site 175,13.3,Critical,High,1362,19,5,0
Site 1134,13.3,Critical,High,205,5,2,0
Site 1605,13.3,Critical,High,236,6,2,0
Site 1036,13.3,Critical,High,124,6,2,0
Site 1745,13.3,Critical,High,253,9,3,0
Site 933,13.2,Critical,High,1091,20,6,0
Site 954,13.2,Critical,High,411,23,7,0
Site 1092,13.2,Critical,High,277,9,4,0
Site 1047,13.2,Critical,High,225,12,4,0
Site 1081,13.2,Critical,High,124,6,2,0
Site 115,13.2,Critical,High,1642,8,2,0
Site 867,13.2,Critical,High,614,10,4,0
Site 995,13.2,Critical,High,319,14,5,0
Site 94,13.2,Critical,High,373,10,4,0
Site 722,13.2,Critical,High,60,5,2,0
Site 1131,13.2,Critical,High,130,6,2,0
Site 552,13.2,Critical,High,111,8,3,0
Site 932,13.2,Critical,High,844,20,6,0
Site 90,13.2,Critical,High,318,10,4,0
Site 836,13.2,Critical,High,70,5,2,0
Site 832,13.2,Critical,High,247,8,3,0
Site 849,13.2,Critical,High,557,11,4,0
Site 830,13.2,Critical,High,91,4,1,0
Site 909,13.2,Critical,High,781,8,2,0
Site 869,13.2,Critical,High,356,11,3,0
Site 976,13.2,Critical,High,118,8,3,0
Site 916,13.2,Critical,High,1776,11,4,0
Site 826,13.2,Critical,High,247,9,3,0
Site 853,13.2,Critical,High,153,11,4,0
Site 1003,13.2,Critical,High,328,13,3,0
Site 704,13.2,Critical,High,59,4,1,0
Site 1180,13.2,Critical,High,353,13,4,0
Site 923,13.2,Critical,High,1506,21,6,0
Site 1197,13.2,Critical,High,247,7,2,0
Site 1135,13.2,Critical,High,260,5,2,0
Site 828,13.2,Critical,High,125,5,2,0
Site 1465,13.2,Critical,High,95,5,2,0
Site 1262,13.2,Critical,High,156,4,1,0
Site 1509,13.2,Critical,High,131,6,2,0
Site 1608,13.2,Critical,High,250,6,2,0
Site 274,13.2,Critical,High,33,6,2,0
Site 1955,13.2,Critical,High,132,5,2,0
Site 1592,13.2,Critical,High,221,6,2,0
Site 1591,13.2,Critical,High,172,7,2,0
Site 1590,13.2,Critical,High,93,5,2,0
Site 1364,13.2,Critical,High,628,11,4,0
Site 239,13.2,Critical,High,666,8,2,0
Site 236,13.2,Critical,High,2308,7,2,0
Site 1549,13.2,Critical,High,48,5,2,0
Site 42,13.2,Critical,High,880,22,8,0
Site 1548,13.2,Critical,High,101,4,2,0
Site 428,13.2,Critical,High,127,6,2,0
Site 434,13.2,Critical,High,74,7,2,0
Site 436,13.2,Critical,High,680,15,6,0
Site 205,13.2,Critical,High,303,14,6,0
Site 223,13.2,Critical,High,82,5,2,0
Site 1610,13.2,Critical,High,226,6,2,0
Site 1238,13.2,Critical,High,61,5,2,0
Site 1380,13.2,Critical,High,173,4,2,0
Site 1643,13.2,Critical,High,217,6,2,0
Site 1212,13.2,Critical,High,186,3,1,0
Site 1213,13.2,Critical,High,169,5,2,0
Site 1263,13.2,Critical,High,146,9,2,0
Site 176,13.2,Critical,High,173,12,4,0
Site 1771,13.2,Critical,High,268,10,3,0
Site 1219,13.2,Critical,High,151,5,2,0
Site 1448,13.2,Critical,High,107,7,2,0
Site 1642,13.2,Critical,High,571,7,2,0
Site 1381,13.2,Critical,High,377,6,2,0
Site 1636,13.2,Critical,High,247,8,2,0
Site 1635,13.2,Critical,High,81,5,2,0
Site 1230,13.2,Critical,High,175,4,2,0
Site 139,13.2,Critical,High,5022,7,2,0
Site 1622,13.2,Critical,High,188,7,2,0
Site 1621,13.2,Critical,High,240,6,2,0
Site 1383,13.2,Critical,High,68,5,2,0
Site 1515,13.2,Critical,High,174,5,2,0
Site 1731,13.2,Critical,High,43,6,3,0
Site 466,13.2,Critical,High,1630,32,12,0
Site 1470,13.2,Critical,High,342,5,2,0
Site 511,13.2,Critical,High,346,14,5,0
Site 150,13.2,Critical,High,469,5,2,0
Site 2076,13.2,Critical,High,89,4,2,0
Site 216,13.2,Critical,High,525,9,3,0
Site 2134,13.2,Critical,High,15,3,1,0
Site 1311,13.2,Critical,High,55,4,2,0
Site 1318,13.2,Critical,High,39,3,1,0
Site 1276,13.2,Critical,High,54,5,2,0
Site 1473,13.2,Critical,High,170,6,2,0
Site 215,13.2,Critical,High,2287,17,6,0
Site 1508,13.2,Critical,High,199,5,2,0
Site 484,13.2,Critical,High,90,11,4,0
Site 212,13.1,Critical,High,1396,14,5,0
Site 1154,13.1,Critical,High,135,5,2,0
Site 1494,13.1,Critical,High,195,5,2,0
Site 190,13.1,Critical,High,1883,6,2,0
Site 883,13.1,Critical,High,383,10,3,0
Site 780,13.1,Critical,High,1060,17,6,0
Site 1274,13.1,Critical,High,202,5,2,0
Site 1607,13.1,Critical,High,99,4,2,0
Site 1061,13.1,Critical,High,250,7,2,0
Site 503,13.1,Critical,High,733,26,8,0
Site 1480,13.1,Critical,High,219,6,2,0
Site 886,13.1,Critical,High,446,6,2,0
Site 1637,13.1,Critical,High,54,6,2,0
Site 218,13.1,Critical,High,468,5,1,0
Site 385,13.1,Critical,High,33,4,2,0
Site 1066,13.1,Critical,High,88,7,2,0
Site 188,13.1,Critical,High,465,18,5,0
Site 164,13.1,Critical,High,1553,23,7,0
Site 1437,13.1,Critical,High,422,8,2,0
Site 1727,13.1,Critical,High,16,3,1,0
Site 1117,13.1,Critical,High,79,8,2,0
Site 874,13.1,Critical,High,166,4,2,0
Site 113,13.1,Critical,High,1901,38,12,0
Site 1421,13.1,Critical,High,327,7,2,0
Site 727,13.1,Critical,High,70,6,2,0
Site 1137,13.1,Critical,High,126,7,3,0
Site 540,13.1,Critical,High,16,7,3,0
Site 992,13.1,Critical,High,65,4,2,0
Site 1471,13.1,Critical,High,733,10,2,0
Site 520,13.1,Critical,High,586,22,7,0
Site 1205,13.1,Critical,High,61,4,2,0
Site 754,13.1,Critical,High,32,3,1,0
Site 1216,13.1,Critical,High,59,7,2,0
Site 1160,13.1,Critical,High,107,5,2,0
Site 977,13.1,Critical,High,128,8,3,0
Site 3,13.1,Critical,High,7707,67,23,0
Site 1457,13.1,Critical,High,63,8,2,0
Site 1850,13.1,Critical,High,208,9,3,0
Site 653,13.1,Critical,High,215,6,2,0
Site 160,13.1,Critical,High,574,19,5,0
Site 893,13.1,Critical,High,26,5,2,0
Site 635,13.1,Critical,High,72,5,2,0
Site 430,13.1,Critical,High,55,5,2,0
Site 222,13.1,Critical,High,857,6,2,0
Site 1358,13.1,Critical,High,219,6,2,0
Site 1545,13.1,Critical,High,268,7,2,0
Site 204,13.1,Critical,High,437,10,4,0
Site 584,13.1,Critical,High,180,5,2,0
Site 1330,13.1,Critical,High,131,8,3,0
Site 101,13.1,Critical,High,257,9,4,0
Site 134,13.1,Critical,High,541,6,2,0
Site 433,13.1,Critical,High,99,5,2,0
Site 22,13.1,Critical,High,1403,23,7,0
Site 1032,13.1,Critical,High,43,5,2,0
Site 1537,13.1,Critical,High,233,4,2,0
Site 621,13.1,Critical,High,91,5,2,0
Site 393,13.1,Critical,High,25,5,2,0
Site 1527,13.1,Critical,High,826,8,2,0
Site 1361,13.1,Critical,High,92,6,2,0
Site 25,13.1,Critical,High,228,20,8,0
Site 1729,13.1,Critical,High,9,4,2,0
Site 423,13.1,Critical,High,861,22,7,0
Site 1194,13.1,Critical,High,403,8,2,0
Site 197,13.1,Critical,High,668,18,5,0
Site 1589,13.1,Critical,High,276,6,2,0
Site 451,13.1,Critical,High,718,14,6,0
Site 206,13.1,Critical,High,1347,16,6,0
Site 1520,13.1,Critical,High,1251,8,2,0
Site 1026,13.1,Critical,High,57,10,4,0
Site 798,13.1,Critical,High,56,4,2,0
Site 1372,13.1,Critical,High,501,5,2,0
Site 1517,13.1,Critical,High,227,6,2,0
Site 1299,13.1,Critical,High,151,11,4,0
Site 1593,13.1,Critical,High,254,6,2,0
Site 1351,13.1,Critical,High,1271,11,3,0
Site 114,13.0,Critical,High,941,7,2,0
Site 990,13.0,Critical,High,338,5,2,0
Site 910,13.0,Critical,High,834,14,4,0
Site 1140,13.0,Critical,High,185,8,4,0
Site 842,13.0,Critical,High,132,5,2,0
Site 835,13.0,Critical,High,300,8,2,0
Site 1423,13.0,Critical,High,159,7,2,0
Site 987,13.0,Critical,High,459,5,2,0
Site 855,13.0,Critical,High,246,6,2,0
Site 1250,13.0,Critical,High,32,6,2,0
Site 122,13.0,Critical,High,602,7,2,0
Site 851,13.0,Critical,High,433,10,4,0
Site 269,13.0,Critical,High,116,11,3,0
Site 138,13.0,Critical,High,1484,8,2,0
Site 196,13.0,Critical,High,462,22,8,0
Site 1369,13.0,Critical,High,485,6,2,0
Site 1247,13.0,Critical,High,61,5,2,0
Site 28,13.0,Critical,High,890,44,18,0
Site 1906,13.0,Critical,High,229,12,3,0
Site 807,13.0,Critical,High,200,11,4,0
Site 881,13.0,Critical,High,152,5,2,0
Site 243,13.0,Critical,High,994,6,2,0
Site 2161,13.0,Critical,High,46,7,3,0
Site 233,13.0,Critical,High,87,6,2,0
Site 1353,13.0,Critical,High,251,6,2,0
Site 1229,13.0,Critical,High,33,5,2,0
Site 97,13.0,Critical,High,255,7,3,0
Site 227,13.0,Critical,High,206,7,2,0
Site 1222,13.0,Critical,High,363,6,2,0
Site 1847,13.0,Critical,High,98,9,3,0
Site 1394,13.0,Critical,High,288,4,2,0
Site 721,13.0,Critical,High,93,5,2,0
Site 1206,13.0,Critical,High,324,9,2,0
Site 1442,13.0,Critical,High,209,5,2,0
Site 399,13.0,Critical,High,31,4,1,0
Site 1495,13.0,Critical,High,135,7,2,0
Site 391,13.0,Critical,High,33,4,1,0
Site 1612,13.0,Critical,High,285,6,2,0
Site 1454,13.0,Critical,High,108,5,2,0
Site 1064,13.0,Critical,High,144,8,2,0
Site 689,13.0,Critical,High,92,4,2,0
Site 1641,13.0,Critical,High,124,4,2,0
Site 1633,13.0,Critical,High,616,4,2,0
Site 1503,13.0,Critical,High,415,8,2,0
Site 1074,13.0,Critical,High,221,10,4,0
Site 1631,13.0,Critical,High,239,5,2,0
Site 1626,13.0,Critical,High,197,5,2,0
Site 1521,13.0,Critical,High,99,7,2,0
Site 1504,13.0,Critical,High,573,6,2,0
Site 109,13.0,Critical,High,2102,34,12,0
Site 708,13.0,Critical,High,58,5,2,0
Site 1095,13.0,Critical,High,268,13,4,0
Site 50,13.0,Critical,High,1788,28,9,0
Site 1570,13.0,Critical,High,33,5,2,0
Site 1116,13.0,Critical,High,159,13,4,0
Site 1721,13.0,Critical,High,17,4,2,0
Site 1559,13.0,Critical,High,432,4,2,0
Site 1475,13.0,Critical,High,36,4,1,0
Site 1431,13.0,Critical,High,397,4,2,0
Site 1461,13.0,Critical,High,159,6,2,0
Site 1046,13.0,Critical,High,49,5,2,0
Site 1492,13.0,Critical,High,182,4,2,0
Site 590,13.0,Critical,High,367,12,4,0
Site 351,13.0,Critical,High,152,11,5,0
Site 1530,12.9,Critical,High,91,6,1,0
Site 20,12.9,Critical,High,739,24,8,0
Site 930,12.9,Critical,High,1368,9,4,0
Site 829,12.9,Critical,High,30,4,1,0
Site 1324,12.9,Critical,High,19,4,2,0
Site 1538,12.9,Critical,High,324,8,2,0
Site 822,12.9,Critical,High,115,8,3,0
Site 1027,12.9,Critical,High,82,9,3,0
Site 452,12.9,Critical,High,709,19,8,0
Site 200,12.9,Critical,High,710,19,6,0
Site 156,12.9,Critical,High,770,16,6,0
Site 1561,12.9,Critical,High,342,6,2,0
Site 819,12.9,Critical,High,106,9,4,0
Site 133,12.9,Critical,High,1576,8,2,0
Site 586,12.9,Critical,High,88,8,2,0
Site 915,12.9,Critical,High,605,13,4,0
Site 1254,12.9,Critical,High,733,5,2,0
Site 1468,12.9,Critical,High,771,6,2,0
Site 214,12.9,Critical,High,246,18,6,0
Site 523,12.9,Critical,High,291,12,5,0
Site 1472,12.9,Critical,High,245,7,2,0
Site 1478,12.9,Critical,High,247,7,2,0
Site 148,12.9,Critical,High,1030,29,10,0
Site 1487,12.9,Critical,High,186,7,2,0
Site 120,12.9,Critical,High,1386,7,2,0
Site 1258,12.9,Critical,High,112,8,2,0
Site 1195,12.9,Critical,High,16,5,2,0
Site 1502,12.9,Critical,High,224,5,2,0
Site 130,12.9,Critical,High,916,26,9,0
Site 1308,12.9,Critical,High,303,10,4,0
Site 901,12.9,Critical,High,76,5,2,0
Site 905,12.9,Critical,High,26,4,2,0
Site 1007,12.9,Critical,High,194,5,1,0
Site 908,12.9,Critical,High,163,5,2,0
Site 845,12.9,Critical,High,325,11,4,0
Site 1501,12.9,Critical,High,70,4,1,0
Site 247,12.9,Critical,High,211,5,2,0
Site 810,12.9,Critical,High,182,9,4,0
Site 1579,12.9,Critical,High,340,5,2,0
Site 413,12.9,Critical,High,19,5,2,0
Site 288,12.9,Critical,High,20,4,1,0
Site 1143,12.9,Critical,High,102,7,2,0
Site 1232,12.9,Critical,High,125,5,2,0
Site 685,12.9,Critical,High,228,7,2,0
Site 37,12.9,Critical,High,166,11,4,0
Site 369,12.9,Critical,High,152,5,2,0
Site 367,12.9,Critical,High,270,5,2,0
Site 1846,12.9,Critical,High,164,14,4,0
Site 705,12.9,Critical,High,25,3,1,0
Site 763,12.9,Critical,High,18,4,1,0
Site 184,12.9,Critical,High,540,17,6,0
Site 71,12.9,Critical,High,291,10,3,0
Site 1400,12.9,Critical,High,880,9,2,0
Site 167,12.9,Critical,High,310,9,3,0
Site 1676,12.9,Critical,High,339,14,4,0
Site 177,12.9,Critical,High,911,21,7,0
Site 1436,12.9,Critical,High,702,8,2,0
Site 350,12.9,Critical,High,98,11,4,0
Site 35,12.9,Critical,High,1226,19,6,0
Site 1734,12.9,Critical,High,177,10,3,0
Site 1168,12.9,Critical,High,33,5,2,0
Site 1424,12.9,Critical,High,155,7,2,0
Site 1382,12.9,Critical,High,27,5,2,0
Site 1632,12.9,Critical,High,825,5,2,0
Site 1596,12.9,Critical,High,116,6,2,0
Site 383,12.9,Critical,High,62,5,2,0
Site 1582,12.9,Critical,High,343,5,2,0
Site 1371,12.9,Critical,High,482,4,2,0
Site 159,12.9,Critical,High,644,17,5,0
Site 398,12.9,Critical,High,113,6,2,0
Site 1374,12.9,Critical,High,255,5,2,0
Site 1601,12.9,Critical,High,139,6,2,0
Site 663,12.9,Critical,High,19,4,2,0
Site 12,12.9,Critical,High,299,25,9,0
Site 669,12.9,Critical,High,211,6,2,0
Site 957,12.8,Critical,High,233,10,3,0
Site 189,12.8,Critical,High,437,30,10,0
Site 1467,12.8,Critical,High,954,7,2,0
Site 1119,12.8,Critical,High,70,4,2,0
Site 158,12.8,Critical,High,1545,31,9,0
Site 1616,12.8,Critical,High,202,7,2,0
Site 1429,12.8,Critical,High,56,7,2,0
Site 1044,12.8,Critical,High,304,13,4,0
Site 1477,12.8,Critical,High,274,6,2,0
Site 1588,12.8,Critical,High,53,5,2,0
Site 1104,12.8,Critical,High,179,8,2,0
Site 1483,12.8,Critical,High,161,7,2,0
Site 1552,12.8,Critical,High,193,7,2,0
Site 1023,12.8,Critical,High,113,5,2,0
Site 1491,12.8,Critical,High,220,4,2,0
Site 1313,12.8,Critical,High,163,6,2,0
Site 982,12.8,Critical,High,83,5,2,0
Site 155,12.8,Critical,High,865,25,7,0
Site 1048,12.8,Critical,High,270,12,4,0
Site 1506,12.8,Critical,High,130,6,2,0
Site 201,12.8,Critical,High,1255,14,5,0
Site 911,12.8,Critical,High,908,11,3,0
Site 1498,12.8,Critical,High,395,8,2,0
Site 1309,12.8,Critical,High,156,10,4,0
Site 1577,12.8,Critical,High,104,4,2,0
Site 1449,12.8,Critical,High,28,4,1,0
Site 1450,12.8,Critical,High,19,4,2,0
Site 1331,12.8,Critical,High,215,7,2,0
Site 1529,12.8,Critical,High,28,5,2,0
Site 889,12.8,Critical,High,97,7,2,0
Site 1237,12.8,Critical,High,90,5,2,0
Site 637,12.8,Critical,High,287,6,2,0
Site 392,12.8,Critical,High,78,5,2,0
Site 658,12.8,Critical,High,60,5,2,0
Site 850,12.8,Critical,High,344,8,3,0
Site 365,12.8,Critical,High,430,6,2,0
Site 2207,12.8,Critical,High,39,4,1,0
Site 121,12.8,Critical,High,439,6,2,0
Site 1215,12.8,Critical,High,45,5,2,0
Site 2237,12.8,Critical,High,47,6,2,0
Site 770,12.8,Critical,High,49,5,2,0
Site 792,12.8,Critical,High,44,4,2,0
Site 124,12.8,Critical,High,622,23,8,0
Site 796,12.8,Critical,High,72,5,2,0
Site 823,12.8,Critical,High,189,9,4,0
Site 1243,12.8,Critical,High,221,5,2,0
Site 231,12.8,Critical,High,1242,9,2,0
Site 854,12.8,Critical,High,842,14,5,0
Site 7,12.8,Critical,High,2100,43,14,0
Site 806,12.8,Critical,High,394,8,3,0
Site 437,12.8,Critical,High,1170,10,4,0
Site 5,12.8,Critical,High,372,23,8,0
Site 49,12.8,Critical,High,330,15,5,0
Site 478,12.8,Critical,High,313,10,4,0
Site 592,12.8,Critical,High,438,12,4,0
Site 418,12.8,Critical,High,146,9,4,0
Site 1223,12.7,Critical,High,112,7,2,0
Site 989,12.7,Critical,High,371,7,2,0
Site 762,12.7,Critical,High,38,5,2,0
Site 765,12.7,Critical,High,203,5,2,0
Site 185,12.7,Critical,High,507,20,7,0
Site 1013,12.7,Critical,High,234,4,2,0
Site 1384,12.7,Critical,High,27,3,1,0
Site 784,12.7,Critical,High,786,24,8,0
Site 1417,12.7,Critical,High,566,8,2,0
Site 1466,12.7,Critical,High,315,7,2,0
Site 467,12.7,Critical,High,1595,25,9,0
Site 1146,12.7,Critical,High,162,6,2,0
Site 195,12.7,Critical,High,607,15,6,0
Site 801,12.7,Critical,High,250,12,4,0
Site 521,12.7,Critical,High,585,27,10,0
Site 530,12.7,Critical,High,429,25,8,0
Site 1524,12.7,Critical,High,82,8,2,0
Site 409,12.7,Critical,High,25,6,2,0
Site 746,12.7,Critical,High,55,6,2,0
Site 407,12.7,Critical,High,37,6,2,0
Site 1572,12.7,Critical,High,417,8,2,0
Site 1560,12.7,Critical,High,352,5,2,0
Site 641,12.7,Critical,High,53,6,2,0
Site 397,12.7,Critical,High,61,5,2,0
Site 417,12.7,Critical,High,913,41,14,0
Site 1459,12.7,Critical,High,236,6,2,0
Site 1460,12.7,Critical,High,36,3,1,0
Site 1063,12.7,Critical,High,172,4,2,0
Site 1068,12.7,Critical,High,133,5,2,0
Site 1069,12.7,Critical,High,291,6,2,0
Site 1634,12.7,Critical,High,73,4,2,0
Site 1082,12.7,Critical,High,74,7,2,0
Site 232,12.7,Critical,High,99,6,2,0
Site 711,12.7,Critical,High,182,6,2,0
Site 1435,12.7,Critical,High,66,5,2,0
Site 1539,12.7,Critical,High,319,7,2,0
Site 1433,12.7,Critical,High,305,7,2,0
Site 1432,12.7,Critical,High,456,6,2,0
Site 739,12.7,Critical,High,22,4,1,0
Site 1210,12.7,Critical,High,74,4,2,0
Site 873,12.7,Critical,High,494,17,5,0
Site 2212,12.7,Critical,High,18,3,1,0
Site 844,12.7,Critical,High,40,5,1,0
Site 1149,12.7,Critical,High,34,5,2,0
Site 1261,12.7,Critical,High,168,7,2,0
Site 129,12.7,Critical,High,252,13,4,0
Site 882,12.7,Critical,High,269,6,2,0
Site 1312,12.7,Critical,High,90,4,2,0
Site 2223,12.7,Critical,High,18,3,1,0
Site 825,12.7,Critical,High,392,6,2,0
Site 926,12.7,Critical,High,639,9,3,0
Site 1322,12.7,Critical,High,18,3,1,0
Site 2240,12.7,Critical,High,73,6,2,0
Site 1317,12.7,Critical,High,47,4,2,0
Site 1314,12.7,Critical,High,20,5,2,0
Site 9,12.7,Critical,High,2228,31,12,0
Site 1397,12.6,Critical,High,393,7,2,0
Site 1409,12.6,Critical,High,171,6,2,0
Site 1122,12.6,Critical,High,99,5,2,0
Site 154,12.6,Critical,High,1168,27,9,0
Site 166,12.6,Critical,High,720,22,6,0
Site 1849,12.6,Critical,High,247,10,3,0
Site 1512,12.6,Critical,High,95,4,2,0
Site 751,12.6,Critical,High,42,6,2,0
Site 1285,12.6,Critical,High,75,4,2,0
Site 179,12.6,Critical,High,498,16,5,0
Site 1438,12.6,Critical,High,639,9,2,0
Site 1673,12.6,Critical,High,1429,23,8,0
Site 1325,12.6,Critical,High,38,3,1,0
Site 1413,12.6,Critical,High,405,5,2,0
Site 1268,12.6,Critical,High,68,7,2,0
Site 589,12.6,Critical,High,660,17,5,0
Site 73,12.6,Critical,High,370,12,4,0
Site 1738,12.6,Critical,High,429,12,4,0
Site 742,12.6,Critical,High,107,7,2,0
Site 734,12.6,Critical,High,66,5,2,0
Site 922,12.6,Critical,High,342,6,2,0
Site 422,12.6,Critical,High,245,14,6,0
Site 371,12.6,Critical,High,85,5,2,0
Site 1981,12.6,Critical,High,233,11,5,0
Site 802,12.6,Critical,High,75,4,2,0
Site 1603,12.6,Critical,High,195,9,2,0
Site 1604,12.6,Critical,High,279,4,2,0
Site 638,12.6,Critical,High,11,4,1,0
Site 384,12.6,Critical,High,67,5,2,0
Site 2252,12.6,Critical,High,78,6,2,0
Site 1375,12.6,Critical,High,75,4,2,0
Site 2251,12.6,Critical,High,22,5,2,0
Site 1145,12.6,Critical,High,183,9,3,0
Site 902,12.6,Critical,High,82,6,2,0
Site 848,12.6,Critical,High,531,13,4,0
Site 157,12.6,Critical,High,836,15,6,0
Site 1513,12.6,Critical,High,2189,8,2,0
Site 1474,12.6,Critical,High,290,8,2,0
Site 620,12.6,Critical,High,25,5,2,0
Site 62,12.6,Critical,High,1243,36,12,0
Site 861,12.6,Critical,High,442,18,6,0
Site 1479,12.6,Critical,High,426,8,2,0
Site 676,12.6,Critical,High,89,6,2,0
Site 680,12.6,Critical,High,204,5,2,0
Site 682,12.6,Critical,High,197,5,2,0
Site 208,12.6,Critical,High,835,16,6,0
Site 1595,12.5,Critical,High,252,6,2,0
TUMETHOD,12.5,Critical,High,1,1,1,0
Site 1440,12.5,Critical,High,138,4,2,0
Site 2209,12.5,Critical,High,12,4,1,0
Site 731,12.5,Critical,High,90,4,1,0
Site 1547,12.5,Critical,High,752,8,2,0
Site 1597,12.5,Critical,High,111,7,2,0
Site 729,12.5,Critical,High,144,4,1,0
Site 1613,12.5,Critical,High,292,7,2,0
Site 847,12.5,Critical,High,524,11,3,0
Site 598,12.5,Critical,High,277,14,5,0
Site 353,12.5,Critical,High,1119,35,13,0
Site 2178,12.5,Critical,High,29,4,2,0
Site 1103,12.5,Critical,High,272,10,3,0
Site 890,12.5,Critical,High,207,5,2,0
Site 1575,12.5,Critical,High,136,4,1,0
Site 716,12.5,Critical,High,31,5,2,0
Site 612,12.5,Critical,High,16,4,1,0
Site 717,12.5,Critical,High,47,5,2,0
Site 719,12.5,Critical,High,26,4,1,0
Site 588,12.5,Critical,High,288,15,5,0
Site 1158,12.5,Critical,High,51,5,2,0
Site 790,12.5,Critical,High,206,5,2,0
Site 1376,12.5,Critical,High,240,8,2,0
Site 18,12.5,Critical,High,1025,36,13,0
Site 776,12.5,Critical,High,292,14,6,0
Site 759,12.5,Critical,High,22,6,3,0
PRINDRV2,12.5,Critical,High,8,3,3,0
Site 750,12.5,Critical,High,52,6,2,0
Site 2242,12.5,Critical,High,24,4,1,0
CMSTDAT_1,12.5,Critical,High,2,1,1,0
Site 149,12.5,Critical,High,1524,29,10,0
Site 1743,12.5,Critical,High,94,8,2,0
Site 1138,12.5,Critical,High,47,7,2,0
Site 469,12.5,Critical,High,2709,31,11,0
Site 186,12.5,Critical,High,194,14,5,0
Site 88,12.5,Critical,High,261,18,6,0
Site 872,12.5,Critical,High,404,4,2,0
Site 191,12.5,Critical,High,711,27,9,0
Site 937,12.5,Critical,High,1229,17,6,0
Site 63,12.4,Critical,High,2444,26,10,0
Site 892,12.4,Critical,High,200,5,2,0
Site 517,12.4,Critical,High,113,9,3,0
Site 79,12.4,Critical,High,1992,23,7,0
Site 781,12.4,Critical,High,370,18,6,0
Site 16,12.4,Critical,High,544,27,10,0
Site 1585,12.4,Critical,High,257,5,2,0
Site 667,12.4,Critical,High,74,5,2,0
Site 895,12.4,Critical,High,147,5,2,0
Site 202,12.4,Critical,High,559,16,6,0
Site 1241,12.4,Critical,High,91,4,2,0
Site 8,12.4,Critical,High,1610,34,11,0
Site 64,12.4,Critical,High,1530,15,5,0
Site 4,12.4,Critical,High,3159,40,15,0
Site 1609,12.4,Critical,High,236,8,2,0
Site 394,12.4,Critical,High,21,4,2,0
Site 1050,12.4,Critical,High,163,5,2,0
Site 1469,12.4,Critical,High,417,7,2,0
Site 820,12.4,Critical,High,65,9,3,0
Site 2254,12.4,Critical,High,61,8,2,0
Site 1156,12.4,Critical,High,146,9,3,0
Site 683,12.4,Critical,High,92,6,2,0
Site 1080,12.4,Critical,High,564,12,3,0
Site 606,12.4,Critical,High,87,4,1,0
Site 1463,12.4,Critical,High,191,5,2,0
Site 743,12.4,Critical,High,77,6,2,0
Site 1425,12.4,Critical,High,127,5,2,0
Site 885,12.4,Critical,High,24,4,2,0
Site 1015,12.4,Critical,High,9,3,1,0
Site 473,12.4,Critical,High,267,9,3,0
Site 48,12.4,Critical,High,1056,22,7,0
Site 487,12.4,Critical,High,267,9,4,0
Site 515,12.4,Critical,High,115,11,4,0
Site 1004,12.4,Critical,High,243,13,4,0
Site 449,12.4,Critical,High,243,9,3,0
Site 1772,12.4,Critical,High,147,13,4,0
Site 506,12.4,Critical,High,953,19,8,0
Site 733,12.4,Critical,High,97,5,2,0
Site 920,12.4,Critical,High,289,7,2,0
Site 30,12.4,Critical,High,1034,24,8,0
Site 698,12.4,Critical,High,62,5,2,0
Site 1535,12.3,Critical,High,62,7,2,0
Site 450,12.3,Critical,High,260,15,6,0
Site 454,12.3,Critical,High,269,12,4,0
Site 504,12.3,Critical,High,1069,22,9,0
Site 1462,12.3,Critical,High,55,5,2,0
Site 1300,12.3,Critical,High,103,4,2,0
Site 529,12.3,Critical,High,382,18,5,0
Site 118,12.3,Critical,High,2070,7,2,0
Site 1010,12.3,Critical,High,111,7,2,0
Site 1488,12.3,Critical,High,145,7,2,0
Site 615,12.3,Critical,High,147,5,2,0
Site 489,12.3,Critical,High,204,9,2,0
Site 858,12.3,Critical,High,109,5,2,0
Site 1598,12.3,Critical,High,197,8,2,0
Site 125,12.3,Critical,High,2072,41,13,0
Site 1445,12.3,Critical,High,166,4,2,0
Site 174,12.3,Critical,High,1171,23,7,0
Site 737,12.3,Critical,High,107,5,2,0
